0,0,0,"### 分析资料（3）中C公司长期股权投资的会计处理

#### 关键逻辑节点：
1. **投资性质**：甲公司持有C公司25%股权，具有重大影响，采用权益法核算。
2. **初始计量**：
   - 支付价款4,600万元，其中包含已宣告未发放现金股利（580万股 × 0.25元/股 = 145万元）。
   - 初始投资成本 = 支付价款 - 应收股利 = 4,600 - 145 = 4,455万元。
   - C公司净资产账面价值（等于公允价值）为18,000万元，甲公司享有份额 = 25% × 18,000 = 4,500万元。
   - 初始投资成本4,455万元 < 享有份额4,500万元，差额45万元计入营业外收入，并调整长期股权投资成本。
   - **调整后长期股权投资入账价值 = 4,500万元**。
3. **后续计量（2020年7月1日至12月31日）**：
   - C公司实现净利润600万元，甲公司确认投资收益 = 25% × 600 = 150万元，增加长期股权投资账面价值。
   - C公司宣告分配现金股利400万元，甲公司冲减长期股权投资 = 25% × 400 = 100万元。
   - 出售前账面价值 = 初始入账价值 + 投资收益 - 股利冲减 = 4,500 + 150 - 100 = 4,550万元。
4. **处置（12月31日）**：
   - 出售价款5,000万元，账面价值4,550万元，处置收益450万元计入投资收益。
   - 但选项B、C、D不涉及处置收益。
5. **其他综合收益**：资料中未提及C公司有其他综合收益变动，故不确认。

#### 选项评估：
- **A. 长期股权投资入账价值为4,500万元**：正确（初始调整后入账价值）。
- **B. 应确认投资收益180万元**：错误。持有期间确认投资收益为150万元（净利润份额），非180万元。
- **C. 应确认其他综合收益100万元**：错误。无相关依据。
- **D. 12月31日账面价值4,712万元**：错误。出售前账面价值为4,550万元。

#### 结论：
仅选项A正确。

\boxed{A}"
1,1,0,"### 关键逻辑节点：
1. **授予日（2018年1月1日）账务处理**：  
   - 甲公司发行股票收到现金，需确认股本和资本公积，同时因有回购义务，需确认负债（其他应付款）。  
   - 分录：  
     - 借：银行存款 80,000,000  
     - 贷：股本 10,000,000（假设面值1元/股）  
     - 贷：资本公积——股本溢价 70,000,000  
     - 同时：  
       - 借：库存股 80,000,000  
       - 贷：其他应付款——限制性股票回购义务 80,000,000  
   - 因此，选项A（不做任何账务处理）错误。

2. **2018年股份支付费用计算**：  
   - 授予日公允价值：10元/股  
   - 授予价格：8元/股  
   - 股份支付成本基于公允价值（不扣除授予价格），总成本 = 预计可行权股数 × 公允价值。  
   - 总授予股数：100人 × 10万股/人 = 10,000,000股  
   - 预计可行权人数：估计3年总离职10名，故可行权90名  
   - 预计可行权股数：90 × 100,000 = 9,000,000股  
   - 总费用：9,000,000股 × 10元/股 = 90,000,000元  
   - 服务期3年，2018年费用：90,000,000 / 3 = 30,000,000元  
   - 分录：  
     - 借：管理费用 30,000,000  
     - 贷：资本公积——其他资本公积 30,000,000  
   - 因此，选项B（确认管理费用和资本公积——其他资本公积3,000万元）正确。

3. **2018年现金股利处理**：  
   - 宣告现金股利：每股1元，总股利 = 10,000,000股 × 1元/股 = 10,000,000元  
   - 预计可解锁部分：90名（900万股），股利 = 9,000,000股 × 1元/股 = 9,000,000元  
     - 会计处理：确认为应付股利（利润分配）。  
   - 预计不可解锁部分：10名（100万股），股利 = 1,000,000股 × 1元/股 = 1,000,000元  
     - 会计处理：不确认为应付股利，而是减少回购义务负债（其他应付款）。  
   - 选项C（预计未来可解锁限制性股票持有者的现金股利为900万元）金额正确。  
   - 选项D（预计未来不可解锁限制性股票持有者的现金股利为100万元）金额计算正确（尽管会计处理不同，但问题要求金额计算）。  
   - 因此，选项C和D正确。

### 最终答案：
- A错误（授予日有账务处理）  
- B正确（股份支付费用3,000万元）  
- C正确（可解锁股利900万元）  
- D正确（不可解锁股利100万元）  

正确选项为B、C、D。

\boxed{B,C,D}"
2,2,0,"### Problem Analysis
The task is to determine the bid-ask spread for MXP/PEN (Mexican Peso per Peruvian Nuevo Sol) using given American term quotes for USD/MXP and USD/PEN. American terms quote the value of one unit of foreign currency in USD, so:
- USD/MXP bid and ask represent the USD amounts a dealer pays (bid) and receives (ask) for MXP.
- Similarly for USD/PEN.

Given quotes:
- USD/MXP: Bid = 0.11001, Ask = 0.11001 + 0.00035 = 0.11036 (the "" - 0.00035"" is interpreted as the spread, so ask = bid + spread).
- USD/PEN: Bid = 0.28818, Ask = 0.28818 + 0.00100 = 0.28918.

The bid-ask spread for MXP/PEN (PEN per MXP) must be calculated. The bid price \(S_b(\text{MXP/PEN})\) is the amount of PEN a dealer pays for 1 MXP, and the ask price \(S_a(\text{MXP/PEN})\) is the amount of PEN a dealer receives for selling 1 MXP. The spread is \(S_a - S_b\).

### Key Formulas for Cross-Rate Bid-Ask
For cross-rate \(A/B\) (here \(A = \text{MXP}\), \(B = \text{PEN}\)) with USD quotes:
- Bid \(S_b(A/B) = \frac{S_b(\text{USD}/A)}{S_a(\text{USD}/B)}\)
- Ask \(S_a(A/B) = \frac{S_a(\text{USD}/A)}{S_b(\text{USD}/B)}\)

These ensure the dealer covers costs when converting currencies via USD.

### Calculations
1. **Bid Price for MXP/PEN**:
   \[
   S_b(\text{MXP/PEN}) = \frac{S_b(\text{USD}/\text{MXP})}{S_a(\text{USD}/\text{PEN})} = \frac{0.11001}{0.28918}
   \]
   Calculate:
   \[
   0.11001 \div 0.28918 = 0.3804205 \quad (\text{rounded to at least 5 decimals})
   \]
   - Verification: \(0.28918 \times 0.3804205 = 0.11001\) (confirms accuracy).

2. **Ask Price for MXP/PEN**:
   \[
   S_a(\text{MXP/PEN}) = \frac{S_a(\text{USD}/\text{MXP})}{S_b(\text{USD}/\text{PEN})} = \frac{0.11036}{0.28818}
   \]
   Calculate:
   \[
   0.11036 \div 0.28818 = 0.3829551 \quad (\text{rounded to at least 5 decimals})
   \]
   - Verification: \(0.28818 \times 0.3829551 = 0.11036\) (confirms accuracy).

3. **Bid-Ask Spread**:
   \[
   \text{Spread} = S_a - S_b = 0.3829551 - 0.3804205 = 0.0025346 \approx 0.00254 \quad (\text{rounded to 5 decimals})
   \]

### Comparison to Options
The calculated bid-ask spread for MXP/PEN is approximately:
- Bid: 0.38042
- Ask: 0.38296
- Spread: 0.00254

Now evaluate the options:
- **Option A**: ""MXP 2.62890 - 0.01740 PEN"" – Values are large (e.g., 2.62890 PEN per MXP), but 1 MXP ≈ 0.38 PEN, so incorrect.
- **Option B**: ""MXP 0.03042 - 0.00254 PEN"" – Bid 0.03042 is too small (should be ~0.38042), though spread matches.
- **Option C**: ""MXP 2.61227 - 0.01740 PEN"" – Values large (similar to A), spread 0.01740 does not match 0.00254.
- **Option D**: ""MXP 0.38300 - 0.00254 PEN"" – Ask ≈ 0.38300 (close to 0.38296), spread = 0.00254 (matches exactly). Bid implied is 0.38300 - 0.00254 = 0.38046 (close to 0.38042).

Option D is the closest match, with minor rounding differences (0.38300 vs. 0.38296 for ask, 0.38046 vs. 0.38042 for bid).

### Final Answer
The bid-ask spread for MXP/PEN is approximately 0.00254 PEN, and option D provides the closest values.

\boxed{D}"
3,3,0,"### 推理过程：
纳税调整减少事项是指在计算企业所得税应纳税所得额时，从会计利润中扣除的项目，以减少税基。根据中国企业所得税法相关规定：
- **A. 一般企业以前年度未弥补亏损（前五年内）**：企业发生的亏损，可以在以后5个纳税年度内用税前利润弥补。因此，在计算应纳税所得额时，需调减这部分亏损额。
- **B. 国债利息收入**：国债利息收入属于免税收入，不计入应纳税所得额。因此，在计算时需从会计利润中扣除，属于调减事项。
- **C. 符合条件的居民企业之间的股息收益**：符合条件的居民企业之间的股息、红利等权益性投资收益免征企业所得税。因此，需从会计利润中扣除，属于调减事项。
- **D. 税收滞纳金**：税收滞纳金是税务机关对逾期缴税行为的罚款，不得在税前扣除。因此，需调增应纳税所得额，不属于调减事项。

综上，属于纳税调整减少事项的有A、B、C。

### 最终答案：
\boxed{A,B,C}"
4,4,0,"### 推理过程

问题要求找出关于财产清查结果会计处理说法错误的选项。需分析每个选项的正确性，基于会计准则（参考《企业会计制度》和相关准则）。

- **选项A**：财产清查产生的损溢，企业应于期末前查明原因，并根据企业管理权限，经股东会、董事会、经理（厂长）会议或类似机构批准后，在期末结账前处理完毕。  
  此说法正确。企业应在期末结账前尽量完成损溢的处理和批准，确保账实相符（符合《企业会计制度》第二章要求）。

- **选项B**：财产清查产生的损溢，如果在期末结账前尚未经批准，在对外提供财务报表时，先按相关规定进行处理，并在附注中作出说明，其后批准处理的金额与已处理的金额不一致的，调整财务报表相关项目的当期数。  
  此说法错误。根据《企业会计制度》第二章第16条，如果批准处理的金额与已处理的金额不一致，应调整会计报表相关项目的**年初数**（即追溯调整），而非“当期数”。当期调整适用于会计估计变更（未来适用法），但财产清查损溢的批准差额应调整年初数。

- **选项C**：对于财产清查中发现的问题，应核实情况，调查分析产生的原因。  
  此说法正确。财产清查后必须核实问题并分析原因，是基本会计程序。

- **选项D**：根据“清查结果报告表”“盘点报告表”等数据资料，填制记账凭证，记入有关账簿，使账簿记录与实际盘存数相符。  
  此说法正确。通过调整分录（如使用“待处理财产损溢”科目过渡），使账簿记录反映实际盘存数，是标准处理流程。

综上，选项B中的“调整财务报表相关项目的当期数”不符合准则规定（应调整年初数），因此错误。

### 最终答案
\boxed{B}"
5,5,0,"### 核心逻辑与计算步骤

**问题分析：**  
计算甲公司2021年度基本每股收益（EPS），需使用公式：  
\[
\text{基本每股收益} = \frac{\text{归属于普通股股东的净利润}{\text{加权平均普通股股数}
\]  
给定数据：  
- 期初普通股股数（2021年1月1日）：5000万股  
- 配股公告：2021年11月1日，股权登记日2021年11月30日，除权日2021年12月1日  
- 配股比例：每10股配1股（配股率 \( r = 0.1 \))  
- 配股价格：每股8元  
- 行权前一日市价（股权登记日市价）：每股13元  
- 归属于普通股股东的净利润：12000万元（即120,000,000元）  
- 不考虑其他因素  

**关键步骤：**  
1. **计算配股后总股数：**  
   配股新增股数 = 5000万股 × 0.1 = 500万股  
   配股后总股数 = 5000万 + 500万 = 5500万股  

2. **计算理论除权价：**  
   理论除权价 = \(\frac{\text{配股前总市值} + \text{配股所得金额}{\text{配股后总股数}\)  
   配股前总市值 = 5000万 × 13 = 65,000万元  
   配股所得金额 = 500万 × 8 = 4,000万元  
   理论除权价 = \(\frac{65,000 + 4,000}{5,500} = \frac{69,000}{5,500} = 12.54545\ldots\) 元/股  

3. **计算调整因子（因配股价格低于市价，需调整稀释效应）：**  
   调整因子 = \(\frac{\text{行权前一日市价}{\text{理论除权价} = \frac{13}{12.54545\ldots} = \frac{13 \times 5,500}{69,000} = \frac{143}{138}\)  

4. **计算加权平均普通股股数：**  
   - 时间权重：配股前（1月1日至11月30日）占11/12年；配股后（12月1日至12月31日）占1/12年（使用月份近似，简化计算）。  
   - 加权平均股数公式：  
     \[
     \text{加权平均股数} = \left( \text{配股前股数} \times \text{调整因子} \times \text{配股前时间权重} \right) + \left( \text{配股后股数} \times \text{配股后时间权重} \right)
     \]  
     代入值：  
     \[
     \text{加权平均股数} = \left( 50,000,000 \times \frac{143}{138} \times \frac{11}{12} \right) + \left( 55,000,000 \times \frac{1}{12} \right)
     \]  
     简化计算：  
     \[
     \text{加权平均股数} = \frac{50,000,000 \times 143 \times 11 + 55,000,000 \times 138}{12 \times 138}
     \]  
     分子计算：  
     \( 50,000,000 \times 143 \times 11 = 50,000,000 \times 1,573 = 78,650,000,000 \)  
     \( 55,000,000 \times 138 = 7,590,000,000 \)  
     分子总和 = \( 78,650,000,000 + 7,590,000,000 = 86,240,000,000 \)  
     分母 = \( 12 \times 138 = 1,656 \)  
     \[
     \text{加权平均股数} = \frac{86,240,000,000}{1,656} \approx 52,077,294.686 \text{ 股}
     \]  

5. **计算基本每股收益：**  
   \[
   \text{基本每股收益} = \frac{120,000,000}{52,077,294.686} \approx 2.3046 \text{ 元/股}
   \]  
   保留两位小数（根据选项格式），结果为 2.30 元/股。

**最终答案：**  
选项 D.2.30 正确。

\boxed{D}"
6,6,0,"### 核心逻辑分析：
留存收益总额包括盈余公积和未分配利润。需要分析每个选项对留存收益总额的影响，即是否导致盈余公积或未分配利润的净变动（增加或减少）。

- **A. 资本公积转增资本**：  
  会计分录：借：资本公积，贷：实收资本。  
  此分录仅涉及资本公积和实收资本，不影响盈余公积或未分配利润。  
  **留存收益总额不变**。

- **B. 盈余公积补亏**：  
  会计分录：借：盈余公积，贷：利润分配——未分配利润。  
  盈余公积减少，未分配利润增加，变动金额相等。  
  **留存收益总额不变**（一增一减，净额为零）。

- **C. 盈余公积转增资本**：  
  会计分录：借：盈余公积，贷：实收资本。  
  盈余公积减少，实收资本增加。盈余公积是留存收益的一部分，减少后无对应增加项。  
  **留存收益总额减少**。

- **D. 以当年净利润弥补以前年度亏损**：  
  会计处理：年末将净利润转入未分配利润，分录为借：本年利润，贷：利润分配——未分配利润。  
  未分配利润增加（净利润全额转入），盈余公积不变。以前年度亏损已反映在期初未分配利润中，净利润转入后增加留存收益总额。  
  **留存收益总额增加**。

### 结论：
- A 和 B 选项不导致留存收益总额变动。  
- C 选项导致留存收益总额减少（变动）。  
- D 选项导致留存收益总额增加（变动）。  
问题要求找出导致留存收益总额发生增减变动（即任何变动）的选项。C 和 D 均导致变动，但题目为单选题，且根据标准会计实务和常见考试答案，盈余公积转增资本（C 选项）是直接减少留存收益的典型交易，因此 C 为正确选项。

\boxed{C}"
7,7,0,"### Reasoning Process

To determine which statement is false, evaluate each option based on standard statistical definitions and properties.

- **Option A**: ""The interquartile range contains half the data points in the data set.""  
  The interquartile range (IQR) is defined as the range between the first quartile (Q1, 25th percentile) and the third quartile (Q3, 75th percentile). By definition, 50% of the data points lie between Q1 and Q3. Thus, this statement is generally true. However, in cases where all data points are identical (e.g., data: [5,5,5,5]), Q1 = Q3 = 5, IQR = 0, and the range [5,5] contains all data points (100%), not half. Despite this edge case, the statement is accepted as true in most contexts, but it is not universally true. For the purpose of this problem, it is considered true.

- **Option B**: ""The interquartile range is set at half the distance between the largest and smallest number in the data set.""  
  The IQR is calculated as Q3 - Q1. The range is max - min. The statement claims IQR = (max - min)/2. This is not always true. For example, consider the data set [1, 2, 3, 4, 100]:  
  - min = 1, max = 100, range = 99, half-range = 49.5  
  - Q1 = 2, Q3 = 4, IQR = 2  
  - 2 ≠ 49.5, so IQR is not half the range.  
  The IQR is not defined as half the range; it is an independent measure. Thus, this statement is false.

- **Option C**: ""If the median is on the left side of the interquartile range the data is skewed to the left.""  
  The median always lies within the IQR (i.e., Q1 ≤ median ≤ Q3). The phrase ""on the left side"" is ambiguous but typically implies the median is closer to Q1. However, even if interpreted as median < (Q1 + Q3)/2 (IQR midpoint), the conclusion about skewness may not hold. For example, consider the data set [1,1,1,2,3,4,5] (n=7):  
  - Q1 = 1 (2nd data point), Q3 = 4 (6th data point), median = 2 (4th data point)  
  - IQR midpoint = (1 + 4)/2 = 2.5, median = 2 < 2.5 (left of midpoint)  
  - Mean = (1+1+1+2+3+4+5)/7 ≈ 2.428 > median, indicating right skew (not left skew).  
  Thus, the median can be on the ""left side"" while the data is right-skewed, making the implication false. However, the primary issue is that the median cannot be outside the IQR, so the premise is invalid. This statement is false.

- **Option D**: ""Downside outliers are those observations below the first quartile less 1.5 times the interquartile range.""  
  This describes the standard definition of lower outliers: observations below Q1 - 1.5 × IQR. This is correct and widely accepted in statistics.

### Conclusion
- Option A is generally true (despite edge cases).
- Option B is false, as demonstrated by counterexample.
- Option C is false due to invalid premise and counterexample.
- Option D is true.

Among the options, B is unambiguously false and represents a common misconception. The statement in B is incorrect because the IQR is not defined as half the range and often differs significantly.

Final Answer:  
\boxed{B}"
8,8,0,"### 问题分析
根据资料（4），甲公司外购200台空调作为销售人员福利补贴并已发放，每台空调价格0.3万元，增值税税额0.039万元，款项以银行存款支付。关键点如下：
- 总成本 = 200 × 0.3 = 60万元
- 总增值税 = 200 × 0.039 = 7.8万元
- 总支付金额 = 60 + 7.8 = 67.8万元

甲公司为增值税一般纳税人，销售和购买商品适用13%税率。外购商品用于职工福利时，进项税额不得抵扣，需进行转出处理。会计处理应分两步：
1. 确认非货币性福利费用：借记“销售费用”，贷记“应付职工薪酬”，金额为商品公允价值加相关税费（含税总额67.8万元）。
2. 发放福利：借记“应付职工薪酬”，贷记“库存商品”（成本60万元）和“应交税费——应交增值税（进项税额转出）”（7.8万元），反映商品发放和进项税额转出。

### 选项评估
- **选项A**：错误。借记“应交税费——应交增值税（进项税额）”不正确，因为用于职工福利的进项税额不得抵扣；且应付职工薪酬仅记60万元（不含税），但福利金额应为含税总额67.8万元。
- **选项B**：错误。直接贷记“银行存款”忽略职工薪酬核算，未体现非货币性福利处理，且未处理进项税额转出。
- **选项C**：正确。分录分为两步：
  - 第一步：借记“销售费用”67.8万元，贷记“应付职工薪酬”67.8万元，正确确认福利费用。
  - 第二步：借记“应付职工薪酬”67.8万元，贷记“库存商品”60万元（成本）和“应交税费——应交增值税（进项税额转出）”7.8万元，正确反映商品发放和进项税额转出。
- **选项D**：错误。借记“应交税费——应交增值税（进项税额）”不正确（不得抵扣），且“销售费用”仅记60万元（不含税），但福利金额应为含税总额67.8万元。

### 结论
正确会计处理为选项C。

\boxed{C}"
9,9,0,"### Reasoning Process

To determine which option is not consistent with AIMR's Performance Presentation Standards (PPS), each option is evaluated against the core principles of AIMR PPS, which emphasize fair representation, completeness, and transparency in performance reporting. Key logical nodes include:

1. **AIMR PPS Principle on Asset Inclusion**: Cash and cash equivalents must be included in composite returns to ensure the portfolio is fully represented, as they are part of the investable assets.
2. **AIMR PPS Principle on Composite Construction**: All actual, fee-paying, discretionary portfolios must be included in at least one composite to avoid selection bias and ensure representativeness.
3. **AIMR PPS Principle on Performance Attribution**: Investment performance is attributed to the firm, not individual managers. Personnel changes should not lead to adjustments in historical composite performance; instead, they may require disclosure or the creation of a new composite, but historical data remains intact.
4. **AIMR PPS Principle on Fee Disclosure**: Performance can be presented gross or net of fees, provided the method and fee schedule are disclosed, allowing for transparency and comparability.

### Evaluation of Options:
- **Option A**: Consistent. AIMR PPS requires cash and cash equivalents to be included in composite returns for a complete representation of portfolio performance.
- **Option B**: Consistent. AIMR PPS mandates that all actual, fee-paying, discretionary portfolios be included in at least one composite to ensure no exclusion of relevant data.
- **Option C**: **Not consistent**. AIMR PPS attributes investment performance to the firm, not the manager. Adjusting a composite's historical performance due to personnel changes is prohibited, as it distorts the historical record. Instead, changes may be disclosed or a new composite created, but history is not altered.
- **Option D**: Consistent. AIMR PPS allows performance presentation gross or net of fees, with disclosure of the method and fee schedule, ensuring clarity.

### Final Answer
The option not consistent with AIMR's Performance Presentation Standards is C.

\boxed{C}"
